Time(s),Ch4
27.369,-0.0906944
27.37,-0.0901222
27.371,-0.0898361
27.372,-0.0892639
27.373,-0.0884056
27.374,-0.0869751
27.375,-0.086689
27.376,-0.0872612
27.377,-0.0875473
27.378,-0.0869751
27.379,-0.0855446
27.38,-0.0846863
27.381,-0.0852585
27.382,-0.0858307
27.383,-0.0846863
27.384,-0.083828
27.385,-0.0823975
27.386,-0.0812531
27.387,-0.0812531
27.388,-0.0803948
27.389,-0.0803948
27.39,-0.080967
27.391,-0.080967
27.392,-0.0795365
27.393,-0.0781059
27.394,-0.0775337
27.395,-0.0769615
27.396,-0.0766754
27.397,-0.0763893
27.398,-0.0749588
27.399,-0.0732422
27.4,-0.07267
27.401,-0.0715256
27.402,-0.0706673
27.403,-0.0712395
27.404,-0.0715256
27.405,-0.0718117
27.406,-0.0703812
27.407,-0.0675202
27.408,-0.0652313
27.409,-0.0638008
27.41,-0.0638008
27.411,-0.0640869
27.412,-0.0649452
27.413,-0.0652313
27.414,-0.0646591
27.415,-0.0638008
27.416,-0.0629425
27.417,-0.0623703
27.418,-0.0612259
27.419,-0.0589371
27.42,-0.0569344
27.421,-0.0549317
27.422,-0.0514984
27.423,-0.0480652
27.424,-0.0452042
27.425,-0.0432015
27.426,-0.0409126
27.427,-0.0380516
27.428,-0.0346184
27.429,-0.0314713
27.43,-0.0288963
27.431,-0.0271797
27.432,-0.0266075
27.433,-0.0263214
27.434,-0.0266075
27.435,-0.0271797
27.436,-0.0277519
27.437,-0.0277519
27.438,-0.0271797
27.439,-0.0274658
27.44,-0.0286102
27.441,-0.0294685
27.442,-0.0303269
27.443,-0.0311852
27.444,-0.0323296
27.445,-0.033474
27.446,-0.0343323
27.447,-0.0351906
27.448,-0.0357628
27.449,-0.036335
27.45,-0.0369072
27.451,-0.0369072
27.452,-0.0369072
27.453,-0.0389099
27.454,-0.0406265
27.455,-0.042057
27.456,-0.0440598
27.457,-0.0443459
27.458,-0.0449181
27.459,-0.0449181
27.46,-0.0443459
27.461,-0.0440598
27.462,-0.0434876
27.463,-0.0423431
27.464,-0.0432015
27.465,-0.0443459
27.466,-0.0449181
27.467,-0.0437737
27.468,-0.0429154
27.469,-0.0426293
27.47,-0.0414848
27.471,-0.0406265
27.472,-0.0400543
27.473,-0.0386238
27.474,-0.0377655
27.475,-0.036335
27.476,-0.0349045
27.477,-0.0343323
27.478,-0.0343323
27.479,-0.0349045
27.48,-0.036335
27.481,-0.036335
27.482,-0.0360489
27.483,-0.036335
27.484,-0.0377655
27.485,-0.039196
27.486,-0.0397682
27.487,-0.0403404
27.488,-0.0409126
27.489,-0.0411987
27.49,-0.0409126
27.491,-0.0406265
27.492,-0.0411987
27.493,-0.0423431
27.494,-0.0434876
27.495,-0.0437737
27.496,-0.0440598
27.497,-0.0437737
27.498,-0.0434876
27.499,-0.0437737
27.5,-0.0440598
27.501,-0.0443459
27.502,-0.0443459
27.503,-0.0443459
27.504,-0.0437737
27.505,-0.0417709
27.506,-0.0403404
27.507,-0.0400543
27.508,-0.0400543
27.509,-0.0394821
27.51,-0.0389099
27.511,-0.0383377
27.512,-0.0383377
27.513,-0.0394821
27.514,-0.0409126
27.515,-0.0414848
27.516,-0.0414848
27.517,-0.0423431
27.518,-0.0429154
27.519,-0.0417709
27.52,-0.0403404
27.521,-0.0403404
27.522,-0.0414848
27.523,-0.0414848
27.524,-0.0403404
27.525,-0.0389099
27.526,-0.0383377
27.527,-0.0374794
27.528,-0.0377655
27.529,-0.0380516
27.53,-0.0369072
27.531,-0.0360489
27.532,-0.0369072
27.533,-0.0374794
27.534,-0.0377655
27.535,-0.0374794
27.536,-0.0394821
27.537,-0.0414848
27.538,-0.0423431
27.539,-0.0411987
27.54,-0.0414848
27.541,-0.0432015
27.542,-0.0440598
27.543,-0.0443459
27.544,-0.0452042
27.545,-0.0460625
27.546,-0.0469208
27.547,-0.0483513
27.548,-0.0500679
27.549,-0.0523567
27.55,-0.0540733
27.551,-0.0537872
27.552,-0.0535011
27.553,-0.0535011
27.554,-0.0546456
27.555,-0.0560761
27.556,-0.0572205
27.557,-0.0566483
27.558,-0.0543594
27.559,-0.0526428
27.56,-0.0517845
27.561,-0.050354
27.562,-0.0483513
27.563,-0.0466347
27.564,-0.0463486
27.565,-0.0449181
27.566,-0.0434876
27.567,-0.0429154
27.568,-0.0423431
27.569,-0.0406265
27.57,-0.0386238
27.571,-0.0366211
27.572,-0.0346184
27.573,-0.033474
27.574,-0.0337601
27.575,-0.0343323
27.576,-0.0349045
27.577,-0.0349045
27.578,-0.0351906
27.579,-0.0360489
27.58,-0.0366211
27.581,-0.0371933
27.582,-0.0383377
27.583,-0.0383377
27.584,-0.0377655
27.585,-0.0386238
27.586,-0.0397682
27.587,-0.0411987
27.588,-0.0417709
27.589,-0.0423431
27.59,-0.042057
27.591,-0.0409126
27.592,-0.0403404
27.593,-0.0400543
27.594,-0.0397682
27.595,-0.0394821
27.596,-0.039196
27.597,-0.0397682
27.598,-0.0417709
27.599,-0.0432015
27.6,-0.0432015
27.601,-0.0429154
27.602,-0.0432015
27.603,-0.0440598
27.604,-0.0449181
27.605,-0.0460625
27.606,-0.0466347
27.607,-0.0469208
27.608,-0.0466347
27.609,-0.0460625
27.61,-0.0463486
27.611,-0.0480652
27.612,-0.0497818
27.613,-0.0509262
27.614,-0.0517845
27.615,-0.0512123
27.616,-0.0506401
27.617,-0.0526428
27.618,-0.0546456
27.619,-0.0563622
27.62,-0.0575066
27.621,-0.0572205
27.622,-0.0549317
27.623,-0.0517845
27.624,-0.0489235
27.625,-0.047493
27.626,-0.0452042
27.627,-0.0423431
27.628,-0.039196
27.629,-0.0374794
27.63,-0.0366211
27.631,-0.0357628
27.632,-0.0357628
27.633,-0.0357628
27.634,-0.0337601
27.635,-0.0320435
27.636,-0.030613
27.637,-0.0294685
27.638,-0.0288963
27.639,-0.0294685
27.64,-0.030613
27.641,-0.0317574
27.642,-0.0323296
27.643,-0.0320435
27.644,-0.0331879
27.645,-0.0337601
27.646,-0.033474
27.647,-0.0326157
27.648,-0.0311852
27.649,-0.0291824
27.65,-0.0288963
27.651,-0.0300408
27.652,-0.030613
27.653,-0.030613
27.654,-0.0300408
27.655,-0.0288963
27.656,-0.028038
27.657,-0.028038
27.658,-0.0277519
27.659,-0.0268936
27.66,-0.0277519
27.661,-0.0283241
27.662,-0.0286102
27.663,-0.0294685
27.664,-0.030613
27.665,-0.0329018
27.666,-0.0343323
27.667,-0.0346184
27.668,-0.0346184
27.669,-0.0349045
27.67,-0.0354767
27.671,-0.0377655
27.672,-0.0394821
27.673,-0.0394821
27.674,-0.0380516
27.675,-0.0360489
27.676,-0.0340462
27.677,-0.0317574
27.678,-0.0297546
27.679,-0.0291824
27.68,-0.0283241
27.681,-0.0274658
27.682,-0.0263214
27.683,-0.0260353
27.684,-0.0260353
27.685,-0.0260353
27.686,-0.025177
27.687,-0.0237465
27.688,-0.0217438
27.689,-0.0188828
27.69,-0.0171661
27.691,-0.0163078
27.692,-0.0165939
27.693,-0.01688
27.694,-0.0180245
27.695,-0.0197411
27.696,-0.0211716
27.697,-0.0226021
27.698,-0.0228882
27.699,-0.0226021
27.7,-0.022316
27.701,-0.022316
27.702,-0.0211716
27.703,-0.0211716
27.704,-0.0220299
27.705,-0.0226021
27.706,-0.0237465
27.707,-0.0248909
27.708,-0.0260353
27.709,-0.0263214
27.71,-0.0266075
27.711,-0.0260353
27.712,-0.025177
27.713,-0.0248909
27.714,-0.025177
27.715,-0.0260353
27.716,-0.0271797
27.717,-0.0274658
27.718,-0.0266075
27.719,-0.0263214
27.72,-0.0260353
27.721,-0.025177
27.722,-0.0234604
27.723,-0.0217438
27.724,-0.0197411
27.725,-0.0174522
27.726,-0.0160217
27.727,-0.0151634
27.728,-0.0154495
27.729,-0.0157356
27.73,-0.0148773
27.731,-0.0131607
27.732,-0.0114441
27.733,-0.0094414
27.734,-0.0088692
27.735,-0.008297
27.736,-0.0074387
27.737,-0.0071526
27.738,-0.0068665
27.739,-0.005722
27.74,-0.0040054
27.741,-0.0034332
27.742,-0.0042915
27.743,-0.0045776
27.744,-0.0045776
27.745,-0.0042915
27.746,-0.0045776
27.747,-0.0051498
27.748,-0.0071526
27.749,-0.0097275
27.75,-0.0125885
27.751,-0.0145912
27.752,-0.01688
27.753,-0.0200272
27.754,-0.022316
27.755,-0.0228882
27.756,-0.0237465
27.757,-0.025177
27.758,-0.0254631
27.759,-0.0240326
27.76,-0.0228882
27.761,-0.022316
27.762,-0.0214577
27.763,-0.0188828
27.764,-0.014019
27.765,-0.0085831
27.766,-0.0034332
27.767,0
27.768,0.0031471
27.769,0.0074387
27.77,0.0120163
27.771,0.0163078
27.772,0.0197411
27.773,0.0214577
27.774,0.0240326
27.775,0.0277519
27.776,0.0311852
27.777,0.033474
27.778,0.036335
27.779,0.0386238
27.78,0.0383377
27.781,0.0354767
27.782,0.0320435
27.783,0.0288963
27.784,0.0274658
27.785,0.0271797
27.786,0.0260353
27.787,0.0237465
27.788,0.0205994
27.789,0.0174522
27.79,0.0151634
27.791,0.0123024
27.792,0.0085831
27.793,0.0040054
27.794,0
27.795,-0.0037193
27.796,-0.0077248
27.797,-0.0120163
27.798,-0.0157356
27.799,-0.0188828
27.8,-0.0220299
27.801,-0.0257492
27.802,-0.0294685
27.803,-0.0340462
27.804,-0.0383377
27.805,-0.0414848
27.806,-0.0437737
27.807,-0.0457764
27.808,-0.0463486
27.809,-0.0466347
27.81,-0.0466347
27.811,-0.0460625
27.812,-0.0463486
27.813,-0.0460625
27.814,-0.0454903
27.815,-0.0454903
27.816,-0.0457764
27.817,-0.0460625
27.818,-0.0460625
27.819,-0.0454903
27.82,-0.0454903
27.821,-0.0454903
27.822,-0.044632
27.823,-0.0426293
27.824,-0.0409126
27.825,-0.0406265
27.826,-0.0414848
27.827,-0.0423431
27.828,-0.0426293
27.829,-0.0429154
27.83,-0.0434876
27.831,-0.0443459
27.832,-0.0437737
27.833,-0.0437737
27.834,-0.0440598
27.835,-0.044632
27.836,-0.0449181
27.837,-0.0449181
27.838,-0.0434876
27.839,-0.0414848
27.84,-0.0400543
27.841,-0.0386238
27.842,-0.036335
27.843,-0.0337601
27.844,-0.0317574
27.845,-0.0303269
27.846,-0.0291824
27.847,-0.0277519
27.848,-0.0266075
27.849,-0.0260353
27.85,-0.0246048
27.851,-0.0226021
27.852,-0.0203133
27.853,-0.0174522
27.854,-0.0123024
27.855,-0.0048637
27.856,0.0020027
27.857,0.0105858
27.858,0.0220299
27.859,0.0360489
27.86,0.0523567
27.861,0.0695229
27.862,0.0875473
27.863,0.1070023
27.864,0.1270294
27.865,0.1476288
27.866,0.1690865
27.867,0.1914025
27.868,0.2131462
27.869,0.2343178
27.87,0.254345
27.871,0.2717972
27.872,0.2872467
27.873,0.3012658
27.874,0.3141404
27.875,0.3250123
27.876,0.3313065
27.877,0.3344536
27.878,0.3378869
27.879,0.3418923
27.88,0.3436089
27.881,0.3441811
27.882,0.343895
27.883,0.3430367
27.884,0.341034
27.885,0.338173
27.886,0.3341675
27.887,0.3287316
27.888,0.3204346
27.889,0.3084183
27.89,0.2958298
27.891,0.2820969
27.892,0.2675057
27.893,0.2540589
27.894,0.2408982
27.895,0.2260208
27.896,0.2088547
27.897,0.1905442
27.898,0.1728058
27.899,0.1556397
27.9,0.1384735
27.901,0.1233101
27.902,0.1101494
27.903,0.0989914
27.904,0.0886917
27.905,0.0812531
27.906,0.078392
27.907,0.0781059
27.908,0.078392
27.909,0.0789642
27.91,0.0803948
27.911,0.0818253
27.912,0.0832558
27.913,0.0844002
27.914,0.0858307
27.915,0.086689
27.916,0.0878334
27.917,0.0878334
27.918,0.0869751
27.919,0.0849724
27.92,0.0821114
27.921,0.0795365
27.922,0.0781059
27.923,0.0761032
27.924,0.0732422
27.925,0.0715256
27.926,0.0700951
27.927,0.0666618
27.928,0.0623703
27.929,0.0580788
27.93,0.0546456
27.931,0.0523567
27.932,0.0494957
27.933,0.0457764
27.934,0.0432015
27.935,0.0409126
27.936,0.0374794
27.937,0.0346184
27.938,0.0326157
27.939,0.030613
27.94,0.0286102
27.941,0.0266075
27.942,0.0254631
27.943,0.0243187
27.944,0.0234604
27.945,0.022316
27.946,0.0205994
27.947,0.019455
27.948,0.0180245
27.949,0.0171661
27.95,0.01688
27.951,0.0154495
27.952,0.0131607
27.953,0.0120163
27.954,0.0117302
27.955,0.0108719
27.956,0.0097275
27.957,0.0094414
27.958,0.0100136
27.959,0.0097275
27.96,0.0091553
27.961,0.008297
27.962,0.0074387
27.963,0.0077248
27.964,0.0074387
27.965,0.0077248
27.966,0.0071526
27.967,0.0068665
27.968,0.0068665
27.969,0.0074387
27.97,0.0068665
27.971,0.0045776
27.972,0.0042915
27.973,0.005722
27.974,0.0062943
27.975,0.0062943
27.976,0.005722
27.977,0.0042915
27.978,0.0048637
27.979,0.0074387
27.98,0.0094414
27.981,0.0114441
27.982,0.0123024
27.983,0.0137329
27.984,0.0151634
27.985,0.0165939
27.986,0.0177383
27.987,0.0197411
27.988,0.0228882
27.989,0.0248909
27.99,0.0260353
27.991,0.0286102
27.992,0.0314713
27.993,0.0337601
27.994,0.0360489
27.995,0.0366211
27.996,0.0351906
27.997,0.0326157
27.998,0.0308991
27.999,0.0303269
28,0.0294685
28.001,0.0294685
28.002,0.0291824
28.003,0.0294685
28.004,0.0303269
28.005,0.0300408
28.006,0.0308991
28.007,0.0326157
28.008,0.0343323
28.009,0.0357628
28.01,0.0366211
28.011,0.0369072
28.012,0.0371933
28.013,0.0397682
28.014,0.0432015
28.015,0.0452042
28.016,0.0449181
28.017,0.0454903
28.018,0.0452042
28.019,0.044632
28.02,0.0434876
28.021,0.0423431
28.022,0.0432015
28.023,0.0449181
28.024,0.0454903
28.025,0.0457764
28.026,0.0466347
28.027,0.0469208
28.028,0.0477791
28.029,0.0489235
28.03,0.0489235
28.031,0.0483513
28.032,0.0480652
28.033,0.0489235
28.034,0.0500679
28.035,0.0514984
28.036,0.0543594
28.037,0.0575066
28.038,0.0612259
28.039,0.0640869
28.04,0.064373
28.041,0.0658035
28.042,0.0675202
28.043,0.0692368
28.044,0.07267
28.045,0.0758171
28.046,0.0781059
28.047,0.0803948
28.048,0.0826836
28.049,0.0846863
28.05,0.0861168
28.051,0.0875473
28.052,0.0884056
28.053,0.0889778
28.054,0.08955
28.055,0.0898361
28.056,0.0912667
28.057,0.0946999
28.058,0.0984192
28.059,0.1015663
28.06,0.1038551
28.061,0.1052857
28.062,0.1072884
28.063,0.1098633
28.064,0.1127243
28.065,0.1155853
28.066,0.1193047
28.067,0.123024
28.068,0.1270294
28.069,0.1310349
28.07,0.1336098
28.071,0.1358986
28.072,0.1379013
28.073,0.1399041
28.074,0.1416207
28.075,0.1427651
28.076,0.1450539
28.077,0.1464844
28.078,0.1464844
28.079,0.1464844
28.08,0.1473427
28.081,0.1487732
28.082,0.1504898
28.083,0.1513481
28.084,0.1522064
28.085,0.1522064
28.086,0.1524926
28.087,0.1542092
28.088,0.1562119
28.089,0.1590729
28.09,0.1619339
28.091,0.1642227
28.092,0.165081
28.093,0.1659394
28.094,0.167656
28.095,0.1702309
28.096,0.1710892
28.097,0.1708031
28.098,0.1696587
28.099,0.1670838
28.1,0.1642227
28.101,0.1625061
28.102,0.1610756
28.103,0.1596451
28.104,0.1579285
28.105,0.1559258
28.106,0.1530648
28.107,0.1493454
28.108,0.1459122
28.109,0.1436234
28.11,0.1416207
28.111,0.1384735
28.112,0.1344681
28.113,0.1310349
28.114,0.1276016
28.115,0.1253128
28.116,0.1238823
28.117,0.1224518
28.118,0.1198769
28.119,0.1161575
28.12,0.1124382
28.121,0.1081467
28.122,0.1041413
28.123,0.1009941
28.124,0.0995636
28.125,0.097847
28.126,0.094986
28.127,0.0909805
28.128,0.086689
28.129,0.0821114
28.13,0.0778198
28.131,0.0729561
28.132,0.0666618
28.133,0.0612259
28.134,0.0566483
28.135,0.0523567
28.136,0.0489235
28.137,0.0454903
28.138,0.0426293
28.139,0.0409126
28.14,0.0383377
28.141,0.0346184
28.142,0.0308991
28.143,0.0274658
28.144,0.0237465
28.145,0.0203133
28.146,0.0180245
28.147,0.0145912
28.148,0.0108719
28.149,0.0065804
28.15,0.0014305
28.151,-0.0034332
28.152,-0.0074387
28.153,-0.011158
28.154,-0.0157356
28.155,-0.0208855
28.156,-0.0260353
28.157,-0.0294685
28.158,-0.0320435
28.159,-0.033474
28.16,-0.0343323
28.161,-0.0357628
28.162,-0.0383377
28.163,-0.0414848
28.164,-0.0443459
28.165,-0.0469208
28.166,-0.0480652
28.167,-0.0494957
28.168,-0.0509262
28.169,-0.053215
28.17,-0.0563622
28.171,-0.0583649
28.172,-0.0589371
28.173,-0.0603676
28.174,-0.0629425
28.175,-0.0663758
28.176,-0.0686646
28.177,-0.0715256
28.178,-0.07267
28.179,-0.0720978
28.18,-0.0720978
28.181,-0.0732422
28.182,-0.0741005
28.183,-0.0752449
28.184,-0.0766754
28.185,-0.078392
28.186,-0.0792504
28.187,-0.0801087
28.188,-0.0812531
28.189,-0.0823975
28.19,-0.0821114
28.191,-0.0812531
28.192,-0.0801087
28.193,-0.0806809
28.194,-0.0821114
28.195,-0.0846863
28.196,-0.086689
28.197,-0.0881195
28.198,-0.0892639
28.199,-0.0901222
28.2,-0.0912667
28.201,-0.0918389
28.202,-0.0924111
28.203,-0.0932694
28.204,-0.0938416
28.205,-0.0935555
28.206,-0.092125
28.207,-0.0909805
28.208,-0.0901222
28.209,-0.0901222
28.21,-0.0909805
28.211,-0.0909805
28.212,-0.0909805
28.213,-0.0918389
28.214,-0.0926972
28.215,-0.092125
28.216,-0.0915528
28.217,-0.0912667
28.218,-0.0915528
28.219,-0.092125
28.22,-0.0918389
28.221,-0.0915528
28.222,-0.0915528
28.223,-0.0906944
28.224,-0.0904083
28.225,-0.0901222
28.226,-0.0892639
28.227,-0.0878334
28.228,-0.0864029
28.229,-0.0861168
28.23,-0.0858307
28.231,-0.0855446
28.232,-0.0861168
28.233,-0.0858307
28.234,-0.0852585
28.235,-0.0841141
28.236,-0.0832558
28.237,-0.0826836
28.238,-0.0812531
28.239,-0.0798226
28.24,-0.0789642
28.241,-0.0778198
28.242,-0.0752449
28.243,-0.0729561
28.244,-0.0715256
28.245,-0.069809
28.246,-0.0678063
28.247,-0.0658035
28.248,-0.064373
28.249,-0.0629425
28.25,-0.0617981
28.251,-0.0606537
28.252,-0.0595093
28.253,-0.058651
28.254,-0.0592232
28.255,-0.0597954
28.256,-0.0592232
28.257,-0.0592232
28.258,-0.0600815
28.259,-0.0609398
28.26,-0.0612259
28.261,-0.0612259
28.262,-0.061512
28.263,-0.061512
28.264,-0.061512
28.265,-0.0609398
28.266,-0.0597954
28.267,-0.0592232
28.268,-0.0592232
28.269,-0.0597954
28.27,-0.0592232
28.271,-0.0583649
28.272,-0.0575066
28.273,-0.0575066
28.274,-0.0575066
28.275,-0.0572205
28.276,-0.0569344
28.277,-0.0563622
28.278,-0.0546456
28.279,-0.0529289
28.28,-0.0514984
28.281,-0.050354
28.282,-0.0506401
28.283,-0.0506401
28.284,-0.0509262
28.285,-0.0506401
28.286,-0.0514984
28.287,-0.0523567
28.288,-0.0526428
28.289,-0.0520706
28.29,-0.0500679
28.291,-0.0472069
28.292,-0.0443459
28.293,-0.0426293
28.294,-0.0423431
28.295,-0.0429154
28.296,-0.0434876
28.297,-0.0449181
28.298,-0.0460625
28.299,-0.0460625
28.3,-0.0463486
28.301,-0.0463486
28.302,-0.0463486
28.303,-0.0452042
28.304,-0.0437737
28.305,-0.0432015
28.306,-0.0417709
28.307,-0.0409126
28.308,-0.0411987
28.309,-0.0411987
28.31,-0.0403404
28.311,-0.0394821
28.312,-0.0397682
28.313,-0.0411987
28.314,-0.0417709
28.315,-0.0417709
28.316,-0.0426293
28.317,-0.0432015
28.318,-0.0432015
28.319,-0.0423431
28.32,-0.0423431
28.321,-0.0429154
28.322,-0.0432015
28.323,-0.044632
28.324,-0.0466347
28.325,-0.0477791
28.326,-0.047493
28.327,-0.0477791
28.328,-0.0480652
28.329,-0.0466347
28.33,-0.044632
28.331,-0.042057
28.332,-0.0403404
28.333,-0.0394821
28.334,-0.0386238
28.335,-0.0383377
28.336,-0.0386238
28.337,-0.0386238
28.338,-0.0383377
28.339,-0.0374794
28.34,-0.0346184
28.341,-0.0314713
28.342,-0.028038
28.343,-0.0271797
28.344,-0.0263214
28.345,-0.025177
28.346,-0.0240326
28.347,-0.025177
28.348,-0.0266075
28.349,-0.0266075
28.35,-0.0266075
28.351,-0.0268936
28.352,-0.0274658
28.353,-0.028038
28.354,-0.0283241
28.355,-0.0283241
28.356,-0.0283241
28.357,-0.0286102
28.358,-0.0283241
28.359,-0.028038
28.36,-0.0274658
28.361,-0.0274658
28.362,-0.0283241
28.363,-0.030613
28.364,-0.0317574
28.365,-0.0331879
28.366,-0.0366211
28.367,-0.0389099
28.368,-0.0394821
28.369,-0.0394821
28.37,-0.0394821
28.371,-0.0389099
28.372,-0.0383377
28.373,-0.0374794
28.374,-0.0371933
28.375,-0.0380516
28.376,-0.0400543
28.377,-0.0414848
28.378,-0.0426293
28.379,-0.0432015
28.38,-0.0434876
28.381,-0.0437737
28.382,-0.0429154
28.383,-0.0411987
28.384,-0.0409126
28.385,-0.0414848
28.386,-0.042057
28.387,-0.0426293
28.388,-0.0434876
28.389,-0.0437737
28.39,-0.0437737
28.391,-0.0443459
28.392,-0.0449181
28.393,-0.0443459
28.394,-0.0434876
28.395,-0.0432015
28.396,-0.0443459
28.397,-0.044632
28.398,-0.0452042
28.399,-0.0466347
28.4,-0.047493
28.401,-0.047493
28.402,-0.0480652
28.403,-0.0497818
28.404,-0.0509262
28.405,-0.0512123
28.406,-0.0517845
28.407,-0.0520706
28.408,-0.0512123
28.409,-0.0509262
28.41,-0.0514984
28.411,-0.0529289
28.412,-0.0535011
28.413,-0.0529289
28.414,-0.0517845
28.415,-0.0512123
28.416,-0.0509262
28.417,-0.0523567
28.418,-0.0543594
28.419,-0.05579
28.42,-0.05579
28.421,-0.0552178
28.422,-0.0546456
28.423,-0.0537872
28.424,-0.053215
28.425,-0.0526428
28.426,-0.0526428
28.427,-0.0523567
28.428,-0.0514984
28.429,-0.0509262
28.43,-0.0506401
28.431,-0.0512123
28.432,-0.0517845
28.433,-0.0520706
28.434,-0.0512123
28.435,-0.0494957
28.436,-0.0480652
28.437,-0.047493
28.438,-0.0483513
28.439,-0.0492096
28.44,-0.050354
28.441,-0.0506401
28.442,-0.050354
28.443,-0.0497818
28.444,-0.0483513
28.445,-0.047493
28.446,-0.0472069
28.447,-0.0472069
28.448,-0.0480652
28.449,-0.0486374
28.45,-0.0489235
28.451,-0.0492096
28.452,-0.0500679
28.453,-0.0512123
28.454,-0.0517845
28.455,-0.0512123
28.456,-0.0512123
28.457,-0.0506401
28.458,-0.0506401
28.459,-0.0509262
28.46,-0.0506401
28.461,-0.0514984
28.462,-0.0517845
28.463,-0.0514984
28.464,-0.0520706
28.465,-0.0520706
28.466,-0.0523567
28.467,-0.0526428
28.468,-0.0535011
28.469,-0.0543594
28.47,-0.0540733
28.471,-0.0543594
28.472,-0.0543594
28.473,-0.053215
28.474,-0.0514984
28.475,-0.0489235
28.476,-0.0466347
28.477,-0.0449181
28.478,-0.0443459
28.479,-0.0440598
28.48,-0.0434876
28.481,-0.0423431
28.482,-0.0417709
28.483,-0.0414848
28.484,-0.0409126
28.485,-0.039196
28.486,-0.0369072
28.487,-0.0360489
28.488,-0.0349045
28.489,-0.0340462
28.49,-0.033474
28.491,-0.0331879
28.492,-0.0346184
28.493,-0.036335
28.494,-0.0369072
28.495,-0.0369072
28.496,-0.0369072
28.497,-0.0369072
28.498,-0.0369072
28.499,-0.0369072
28.5,-0.0369072
28.501,-0.0377655
28.502,-0.039196
28.503,-0.0400543
28.504,-0.0411987
28.505,-0.0429154
28.506,-0.0434876
28.507,-0.0432015
28.508,-0.0423431
28.509,-0.0411987
28.51,-0.0400543
28.511,-0.0400543
28.512,-0.0409126
28.513,-0.0411987
28.514,-0.0426293
28.515,-0.0457764
28.516,-0.0489235
28.517,-0.050354
28.518,-0.050354
28.519,-0.0489235
28.52,-0.0477791
28.521,-0.0469208
28.522,-0.0466347
28.523,-0.0472069
28.524,-0.0480652
28.525,-0.0486374
28.526,-0.0483513
28.527,-0.0500679
28.528,-0.0512123
28.529,-0.0494957
28.53,-0.0477791
28.531,-0.0460625
28.532,-0.0437737
28.533,-0.0414848
28.534,-0.0414848
28.535,-0.0432015
28.536,-0.0452042
28.537,-0.0460625
28.538,-0.0457764
28.539,-0.0440598
28.54,-0.0423431
28.541,-0.0409126
28.542,-0.0400543
28.543,-0.0386238
28.544,-0.0357628
28.545,-0.0331879
28.546,-0.0320435
28.547,-0.0331879
28.548,-0.0337601
28.549,-0.0340462
28.55,-0.0340462
28.551,-0.0323296
28.552,-0.0297546
28.553,-0.028038
28.554,-0.0286102
28.555,-0.0291824
28.556,-0.0288963
28.557,-0.0291824
28.558,-0.0291824
28.559,-0.0288963
28.56,-0.0288963
28.561,-0.028038
28.562,-0.0268936
28.563,-0.025177
28.564,-0.0231743
28.565,-0.0220299
28.566,-0.0208855
28.567,-0.0200272
28.568,-0.019455
28.569,-0.0183106
28.57,-0.0165939
28.571,-0.0145912
28.572,-0.014019
28.573,-0.0134468
28.574,-0.0120163
28.575,-0.0097275
28.576,-0.0068665
28.577,-0.0045776
28.578,-0.0054359
28.579,-0.0060081
28.58,-0.0062943
28.581,-0.0068665
28.582,-0.0071526
28.583,-0.0065804
28.584,-0.0054359
28.585,-0.0054359
28.586,-0.0062943
28.587,-0.0068665
28.588,-0.0071526
28.589,-0.0074387
28.59,-0.008297
28.591,-0.008297
28.592,-0.0085831
28.593,-0.0097275
28.594,-0.0117302
28.595,-0.0123024
28.596,-0.0137329
28.597,-0.0157356
28.598,-0.0180245
28.599,-0.0208855
28.6,-0.0248909
28.601,-0.0288963
28.602,-0.0297546
28.603,-0.0294685
28.604,-0.030613
28.605,-0.0308991
28.606,-0.0297546
28.607,-0.0268936
28.608,-0.0237465
28.609,-0.0214577
28.61,-0.0180245
28.611,-0.014019
28.612,-0.0102997
28.613,-0.0080109
28.614,-0.0048637
28.615,-0.0014305
28.616,0.0020027
28.617,0.0062943
28.618,0.0114441
28.619,0.0145912
28.62,0.0171661
28.621,0.0205994
28.622,0.0237465
28.623,0.0260353
28.624,0.0268936
28.625,0.0266075
28.626,0.0263214
28.627,0.0263214
28.628,0.0257492
28.629,0.0254631
28.63,0.0254631
28.631,0.0243187
28.632,0.0220299
28.633,0.0197411
28.634,0.0171661
28.635,0.014019
28.636,0.0105858
28.637,0.0068665
28.638,0.0031471
28.639,0
28.64,-0.0031471
28.641,-0.0042915
28.642,-0.005722
28.643,-0.0080109
28.644,-0.011158
28.645,-0.0145912
28.646,-0.0180245
28.647,-0.0208855
28.648,-0.0228882
28.649,-0.0246048
28.65,-0.0274658
28.651,-0.030613
28.652,-0.0331879
28.653,-0.0354767
28.654,-0.0383377
28.655,-0.0414848
28.656,-0.0423431
28.657,-0.0429154
28.658,-0.0449181
28.659,-0.0457764
28.66,-0.0463486
28.661,-0.0469208
28.662,-0.047493
28.663,-0.047493
28.664,-0.0477791
28.665,-0.0492096
28.666,-0.0509262
28.667,-0.0509262
28.668,-0.0500679
28.669,-0.0494957
28.67,-0.0494957
28.671,-0.0497818
28.672,-0.0497818
28.673,-0.0506401
28.674,-0.0509262
28.675,-0.050354
28.676,-0.0500679
28.677,-0.050354
28.678,-0.0506401
28.679,-0.0494957
28.68,-0.0483513
28.681,-0.0483513
28.682,-0.047493
28.683,-0.0457764
28.684,-0.0443459
